book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1531,262430,262430,524491,75,043977134X,9780439771340.0,Suzanne Collins,2003.0,Gregor the Overlander,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823,72486,5376,1705,3653,14937,25516,26675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1535,33676,33676,940067,73,316155608,9780316155600.0,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,80114,2529,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1545,776407,776407,3244521,146,525444440,9780525444440.0,"A.A. Milne, Ernest H. Shepard",1928.0,The House at Pooh Corner,"The House at Pooh Corner (Winnie-the-Pooh, #2)",en-US,4.36,69102,71538,866,689,1444,9318,20394,39693,https://images.gr-assets.com/books/1348195621m/776407.jpg,https://images.gr-assets.com/books/1348195621s/776407.jpg
1548,537296,537296,1231880,49,64440206,9780064440200.0,Arnold Lobel,1970.0,Frog and Toad Are Friends,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,70119,70705,1010,1041,2915,12966,19278,34505,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1549,324277,324277,984147,56,64410129,9780064410120.0,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981,86894,1710,942,4280,21100,31005,29567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1554,59264,59264,3736193,70,786818611,9780786818620.0,Jonathan Stroud,2006.0,Ptolemy's Gate,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838,68833,1783,959,1972,9826,22917,33159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1569,143534,143534,171430,2,141693586X,9781416935860.0,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,The Gift of the Magi,eng,4.07,66537,70501,1253,923,2968,14163,24466,27981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1590,91244,91244,933852,51,192750968,9780192750970.0,Beverly Cleary,1955.0,Beezus and Ramona,"Beezus and Ramona (Ramona, #1)",,3.97,75987,79139,1477,1553,3774,18481,27259,28072,https://images.gr-assets.com/books/1408924681m/91244.jpg,https://images.gr-assets.com/books/1408924681s/91244.jpg
1591,13667,13667,1322014,110,141650964X,9781416509650.0,Ursula K. Le Guin,1972.0,The Farthest Shore,"The Farthest Shore (Earthsea Cycle, #3)",,4.11,65626,70761,1175,765,2518,13315,25482,28681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1603,773951,773951,484402,78,670674249,9780670674240.0,"Munro Leaf, Robert Lawson",1936.0,The Story of Ferdinand,The Story of Ferdinand,,4.35,70961,72547,1216,925,1842,9512,18694,41574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1605,6440,6440,1039021,880,140436588,9780140436590.0,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828,71368,1780,1770,5665,20339,24748,18846,https://images.gr-assets.com/books/1405336818m/6440.jpg,https://images.gr-assets.com/books/1405336818s/6440.jpg
1611,784911,784911,770911,47,1590387422,9781590387430.0,Brandon Mull,2006.0,Rise of the Evening Star,"Rise of the Evening Star (Fablehaven, #2)",,4.16,79266,81742,3381,2077,2777,12524,26994,37370,https://images.gr-assets.com/books/1386633982m/784911.jpg,https://images.gr-assets.com/books/1386633982s/784911.jpg
1616,136782,136782,833565,113,014240165X,9780142401650.0,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602,72339,4333,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
1622,162898,162898,2621763,798,1416534733,9781416534730.0,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112,75361,2050,1764,5414,21300,27903,18980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1626,5217282,5217282,3295041,12,1606410423,9781606410420.0,Brandon Mull,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)","Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744,62571,2700,925,1306,6784,19284,34272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1629,13662,13662,1322146,118,689845367,9780689845370.0,Ursula K. Le Guin,1970.0,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457,66964,1730,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg
1632,967494,967494,952391,34,039921920X,9780399219210.0,Jan Brett,1929.0,РУКАВИЧКА: Українська народна казка,The Mitten,eng,4.23,66701,67185,968,732,2383,11271,18933,33866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1635,766955,766955,434352,39,689832133,9780689832130.0,"Doreen Cronin, Betsy Lewin",1999.0,"Click, Clack, Moo: Cows That Type","Click, Clack, Moo: Cows That Type",eng,4.23,67171,67998,2220,1028,2671,10968,18473,34858,https://images.gr-assets.com/books/1423222939m/766955.jpg,https://images.gr-assets.com/books/1423222939s/766955.jpg
1639,310146,310146,997358,51,380714752,9780380714760.0,Avi,1990.0,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,eng,3.81,67608,70206,2750,2052,5333,17956,23475,21390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1641,248596,248596,1183550,136,380729407,9780380729400.0,Ray Bradbury,1962.0,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813,71886,4526,1121,3850,15942,27380,23593,https://images.gr-assets.com/books/1409596011m/248596.jpg,https://images.gr-assets.com/books/1409596011s/248596.jpg
1648,505304,505304,493345,39,307021343,9780307021340.0,"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,The Poky Little Puppy (a Little Golden Book),The Poky Little Puppy (A Little Golden Book),eng,4.08,62571,63754,707,1261,3654,13263,15823,29753,https://images.gr-assets.com/books/1320424154m/505304.jpg,https://images.gr-assets.com/books/1320424154s/505304.jpg
1650,37677,37677,6180419,148,1587263890,9781587263900.0,Jack London,1906.0,The Call of the Wild / White Fang,The Call of the Wild/White Fang,eng,4.08,61126,63385,483,1001,2750,12179,21498,25957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1656,38743,38743,2752234,53,312330863,9780312330870.0,James Herriot,1973.0,All Things Bright and Beautiful,All Things Bright and Beautiful (All Creatures Great and Small),en-US,4.3,57626,59698,742,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1662,6693,6693,44775,183,375822070,9780375822070.0,"Roald Dahl, Quentin Blake",1970.0,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015,75149,2813,740,3331,16818,26508,27752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1669,17020,17020,1008846,35,60541431,9780060541440.0,Maureen Johnson,2005.0,13 Little Blue Envelopes,"13 Little Blue Envelopes (Little Blue Envelope, #1)",eng,3.65,66950,70828,4329,2447,7061,20927,23036,17357,https://images.gr-assets.com/books/1375030179m/17020.jpg,https://images.gr-assets.com/books/1375030179s/17020.jpg
1678,13376,13376,868252,53,689852231,9780689852240.0,Nancy Farmer,2002.0,,"The House of the Scorpion (Matteo Alacran, #1)",eng,4.1,61613,65219,5419,1351,2784,10749,23275,27060,https://images.gr-assets.com/books/1401734230m/13376.jpg,https://images.gr-assets.com/books/1401734230s/13376.jpg
1686,189802,189802,938087,25,345403959,9780345403960.0,"David Eddings, Leigh Eddings",1995.0,Belgarath the Sorcerer,Belgarath the Sorcerer,en-US,4.07,59737,61087,354,951,3019,12160,19618,25339,https://images.gr-assets.com/books/1333692194m/189802.jpg,https://images.gr-assets.com/books/1333692194s/189802.jpg
1693,44659,44659,2558293,67,345468643,9780345468640.0,David Eddings,1982.0,Pawn of Prophecy,"Pawn of Prophecy (The Belgariad, #1)",eng,4.16,67451,74133,2210,762,2725,12867,25674,32105,https://images.gr-assets.com/books/1391346857m/44659.jpg,https://images.gr-assets.com/books/1391346857s/44659.jpg
1695,41684,41684,3183592,227,451529758,9780451529760.0,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,The Jungle Books,eng,4.0,68750,70981,854,686,3123,16621,25323,25228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1707,232576,232576,1429939,61,440416795,9780440416790.0,Louise Fitzhugh,1964.0,Harriet the Spy,Harriet the Spy (Harriet the Spy #1),eng,3.96,77575,79970,1980,2267,4538,17737,25117,30311,https://images.gr-assets.com/books/1320540825m/232576.jpg,https://images.gr-assets.com/books/1320540825s/232576.jpg
1717,32552,32552,15570658,12,1593080646,9781593080650.0,"Edgar Allan Poe, Benjamin F. Fisher",1849.0,,Essential Tales and Poems,en-US,4.35,59354,60696,87,539,1225,7572,18628,32732,https://images.gr-assets.com/books/1328753072m/32552.jpg,https://images.gr-assets.com/books/1328753072s/32552.jpg
1718,5454,5454,841331,77,385731051,9780385731060.0,Ann Brashares,2003.0,The Second Summer of the Sisterhood,"The Second Summer of the Sisterhood (Sisterhood, #2)",en-US,3.78,67357,77713,2169,852,4713,24217,29115,18816,https://images.gr-assets.com/books/1467700995m/5454.jpg,https://images.gr-assets.com/books/1467700995s/5454.jpg
1722,34494,34494,62580,100,60012382,9780060012380.0,Terry Pratchett,2003.0,The Wee Free Men,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",eng,4.25,63635,71650,3084,618,1831,10483,24449,34269,https://images.gr-assets.com/books/1443764106m/34494.jpg,https://images.gr-assets.com/books/1443764106s/34494.jpg
1725,6324090,6324090,55548884,3296,,,"Lewis Carroll, John Tenniel",1865.0,,Alice's Adventures in Wonderland,eng,3.99,30426,85031,5047,1724,4863,18094,27848,32502,https://images.gr-assets.com/books/1391204048m/6324090.jpg,https://images.gr-assets.com/books/1391204048s/6324090.jpg
1726,100464,100464,429198,71,190444248X,9781904442490.0,Cornelia Funke,1997.0,Drachenreiter,"Dragon Rider (Dragon Rider, #1)",eng,3.94,61387,65811,2077,1073,3945,16083,21263,23447,https://images.gr-assets.com/books/1328004947m/100464.jpg,https://images.gr-assets.com/books/1328004947s/100464.jpg
1741,131359,131359,3038762,61,553119222,9780553119220.0,Agatha Christie,1937.0,Death on the Nile,"Death on the Nile (Hercule Poirot, #17)",eng,4.06,64949,73537,2219,289,1871,15836,30392,25149,https://images.gr-assets.com/books/1486837149m/131359.jpg,https://images.gr-assets.com/books/1486837149s/131359.jpg
1742,207153,207153,1152585,45,689862229,9780689862230.0,Phyllis Reynolds Naylor,1991.0,Shiloh,"Shiloh (Shiloh, #1)",eng,3.91,59585,62062,1766,1083,3810,15912,20357,20900,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1760,7243142,7243142,6278088,12,1606412388,9781606412380.0,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)","Keys to the Demon Prison (Fablehaven, #5)",eng,4.42,58481,59949,3022,803,1179,5911,16255,35801,https://images.gr-assets.com/books/1298081448m/7243142.jpg,https://images.gr-assets.com/books/1298081448s/7243142.jpg
1764,2179276,2179276,2184954,74,1423108361,9781423108370.0,Eoin Colfer,2008.0,The Time Paradox,"The Time Paradox (Artemis Fowl, #6)",en-US,4.07,61987,65609,1877,884,2750,12976,23450,25549,https://images.gr-assets.com/books/1395218526m/2179276.jpg,https://images.gr-assets.com/books/1395218526s/2179276.jpg
1765,858719,858719,1231120,38,059044297X,9780590442980.0,Norman Bridwell,1963.0,An Itchy Day,Clifford the Big Red Dog,,4.09,58925,59331,536,1087,3205,12852,14390,27797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1772,272895,272895,671846,59,965476022,9780965476030.0,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng,4.18,60720,62791,967,491,1824,11964,20094,28418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1774,65111,65111,1168322,48,64410145,9780064410140.0,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,"The Grim Grotto (A Series of Unfortunate Events, #11)",en-US,3.99,73492,76000,1545,839,3693,17817,26906,26745,https://images.gr-assets.com/books/1415580928m/65111.jpg,https://images.gr-assets.com/books/1415580928s/65111.jpg
1775,581409,581409,1442720,33,8424133498,9788424133500.0,Tomie dePaola,1975.0,Strega Nona,Strega Nona,eng,4.22,65259,66299,865,1046,2191,10926,18818,33318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1781,191113,191113,884960,24,1844280136,9781844280130.0,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,Don't Let the Pigeon Drive the Bus!,eng,4.29,59698,62247,2832,1245,2543,8268,15201,34990,https://images.gr-assets.com/books/1328495575m/191113.jpg,https://images.gr-assets.com/books/1328495575s/191113.jpg
1788,24813,24813,692719,17,836204387,9780836204380.0,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,The Calvin and Hobbes Tenth Anniversary Book,eng,4.63,48280,48829,346,346,608,3077,8752,36046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1801,15575,15575,877015,110,1857231511,9781857231520.0,Terry Brooks,1977.0,The Sword of Shannara,"The Sword of Shannara (The Original Shannara Trilogy, #1)",eng,3.76,58967,66645,3140,2791,5838,16067,22050,19899,https://images.gr-assets.com/books/1470063017m/15575.jpg,https://images.gr-assets.com/books/1470063017s/15575.jpg
1809,201341,201341,2984402,41,441005764,9780441005760.0,Brian Jacques,1988.0,Mossflower,"Mossflower (Redwall, #2)",en-US,4.09,56860,58425,654,626,1842,11769,21559,22629,https://images.gr-assets.com/books/1281811805m/201341.jpg,https://images.gr-assets.com/books/1281811805s/201341.jpg
1815,5509,5509,558948,48,671662341,9780671662350.0,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,eng,4.26,50412,51027,629,1015,1480,6893,15228,26411,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1823,160629,160629,1544060,109,7174160,9780007174160.0,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,"A Bear Called Paddington (Paddington, #1)",eng,4.21,62590,64024,783,589,1894,11370,19715,30456,https://images.gr-assets.com/books/1393784912m/160629.jpg,https://images.gr-assets.com/books/1393784912s/160629.jpg
1825,91253,91253,3014191,76,440800463,9780440800460.0,Beverly Cleary,1981.0,"Ramona Quimby, Age 8","Ramona Quimby, Age 8 (Ramona, #6)",eng,4.08,58135,61520,1177,934,2280,12583,20912,24811,https://images.gr-assets.com/books/1300270683m/91253.jpg,https://images.gr-assets.com/books/1300270683s/91253.jpg
1827,65118,65118,2361348,62,1405206128,9781405206130.0,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,"The Hostile Hospital (A Series of Unfortunate Events, #8)",en-GB,3.95,66327,73955,1727,702,3605,18638,27090,23920,https://images.gr-assets.com/books/1442446120m/65118.jpg,https://images.gr-assets.com/books/1442446120s/65118.jpg
1828,330744,330744,2297814,16,1569319472,9781569319480.0,Rumiko Takahashi,1997.0,犬夜叉 1,"InuYasha: Turning Back Time (InuYasha, #1)",eng,4.26,45993,46244,374,851,1957,7190,10759,25487,https://images.gr-assets.com/books/1288648681m/330744.jpg,https://images.gr-assets.com/books/1288648681s/330744.jpg
1836,18419,18419,265988,30,1933718005,9781933718000.0,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993.0,The Kissing Hand,The Kissing Hand,en-GB,4.41,51219,51767,1320,515,1316,6095,12191,31650,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1857,13835,13835,1142860,52,689878567,9780689878560.0,Tamora Pierce,1984.0,In the Hand of the Goddess,"In the Hand of the Goddess (Song of the Lioness, #2)",eng,4.25,66382,70595,1464,941,1724,10424,22977,34529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1863,13837,13837,1123099,51,689878575,9780689878570.0,Tamora Pierce,1988.0,Lioness Rampant,"Lioness Rampant (Song of the Lioness, #4)",en-US,4.28,65027,68419,1217,1000,1700,9328,21166,35225,https://images.gr-assets.com/books/1390366673m/13837.jpg,https://images.gr-assets.com/books/1390366673s/13837.jpg
1869,150739,150739,1178402,33,015204566X,9780152045660.0,"Patricia C. Wrede, Peter de Sève",1990.0,Dealing with Dragons,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",en-US,4.14,67663,69992,2695,1270,2575,12165,22888,31094,https://images.gr-assets.com/books/1385526967m/150739.jpg,https://images.gr-assets.com/books/1385526967s/150739.jpg
1875,474858,474858,177766,22,439598389,9780439598380.0,David Shannon,1998.0,A Bad Case of Stripes,A Bad Case of Stripes,eng,4.24,51764,52142,1518,841,2057,8441,13466,27337,https://images.gr-assets.com/books/1328867924m/474858.jpg,https://images.gr-assets.com/books/1328867924s/474858.jpg
1896,1000751,1000751,1099715,405,689849109,9780689849110.0,Eleanor H. Porter,1912.0,Pollyanna,"Pollyanna (Pollyanna, #1)",eng,3.95,56529,61238,1424,1310,3432,14699,19596,22201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1897,2743,2743,23673,48,1558745157,9781558745160.0,Dave Pelzer,1997.0,,The Lost Boy (Dave Pelzer #2),eng,4.08,46847,50258,2495,510,2068,10426,17223,20031,https://images.gr-assets.com/books/1282635105m/2743.jpg,https://images.gr-assets.com/books/1282635105s/2743.jpg
1907,93007,93007,1411202,472,1595406557,9781595406550.0,Howard Pyle,1883.0,The Merry Adventures of Robin Hood,The Merry Adventures of Robin Hood,eng,4.05,48879,51979,665,427,1987,11657,18235,19673,https://images.gr-assets.com/books/1389006722m/93007.jpg,https://images.gr-assets.com/books/1389006722s/93007.jpg
1910,93101,93101,859375,832,812972147,9780812972150.0,"Anonymous, Richard Francis Burton, A.S. Byatt",800.0,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],The Arabian Nights,eng,4.06,46656,57091,1553,656,2323,11976,20201,21935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1916,232109,232109,2029611,63,380709244,9780380709240.0,"Beverly Cleary, Louis Darling, Tracy Dockray",1965.0,The Mouse and the Motorcycle,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",en-US,3.9,61754,63725,1419,952,3280,17270,21684,20539,https://images.gr-assets.com/books/1348990967m/232109.jpg,https://images.gr-assets.com/books/1348990967s/232109.jpg
1921,826584,826584,3075681,20,60244054,9780060244060.0,"Laura Joffe Numeroff, Felicia Bond",1991.0,,If You Give a Moose a Muffin,en-US,4.17,48830,49204,774,645,2107,9333,13397,23722,https://images.gr-assets.com/books/1384259273m/826584.jpg,https://images.gr-assets.com/books/1384259273s/826584.jpg
1925,17303,17303,121335,27,1581345275,9781581345280.0,Frank E. Peretti,1989.0,Piercing the Darkness,"Piercing the Darkness (Darkness, #2)",eng,4.3,44595,45801,566,576,1388,6180,13312,24345,https://images.gr-assets.com/books/1308796365m/17303.jpg,https://images.gr-assets.com/books/1308796365s/17303.jpg
1931,645023,645023,1808841,58,345335708,9780345335710.0,David Eddings,1984.0,Castle of Wizardry,"Castle of Wizardry (The Belgariad, #4)",eng,4.16,54682,57683,523,315,1651,10572,21181,23964,https://images.gr-assets.com/books/1421711682m/645023.jpg,https://images.gr-assets.com/books/1421711682s/645023.jpg
1938,6687,6687,2615068,133,142404128,9780142404130.0,"Roald Dahl, Quentin Blake",1972.0,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire","Charlie and the Great Glass Elevator (Charlie Bucket, #2)",,3.64,62359,70177,1890,1400,6547,23564,22818,15848,https://images.gr-assets.com/books/1309211607m/6687.jpg,https://images.gr-assets.com/books/1309211607s/6687.jpg
1939,826585,826585,421426,16,60266864,9780060266870.0,"Laura Joffe Numeroff, Felicia Bond",1998.0,If You Give a Pig a Pancake ,If You Give a Pig a Pancake ,en-US,4.23,51385,51753,829,505,1853,9163,13809,26423,https://images.gr-assets.com/books/1384260096m/826585.jpg,https://images.gr-assets.com/books/1384260096s/826585.jpg
1953,54499,54499,2971402,426,140439242,9780140439240.0,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"Le Vicomte de Bragelonne, ou Dix ans plus tard","The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",eng,3.97,51856,56208,747,518,2517,13643,20941,18589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1956,8253,8253,2299540,76,60885432,9780060885430.0,"Laura Ingalls Wilder, Garth Williams",1941.0,Little Town on the Prairie,"Little Town on the Prairie  (Little House, #7)",en-GB,4.18,63615,68312,831,836,1973,12139,22202,31162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1957,31122,33602148,950769,103,312181108,9780312181110.0,Dodie Smith,1948.0,I Capture the Castle,I Capture the Castle,eng,4.0,56444,65645,6587,941,3334,13581,24645,23144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1968,34262,34262,1625130,47,078684907X,9780786849080.0,"Dave Barry, Ridley Pearson, Greg Call",2004.0,Peter and the Starcatchers,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",eng,4.01,57575,60040,4375,1123,2878,12131,21772,22136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1975,65110,65110,838097,50,64410153,9780064410150.0,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,"The Penultimate Peril (A Series of Unfortunate Events, #12)",en-US,4.02,67482,69718,1581,778,3242,15198,24874,25626,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1977,65112,65112,838691,51,64410161,9780064410170.0,"Lemony Snicket, Brett Helquist",2006.0,The End,"The End (A Series of Unfortunate Events, #13)",en-US,3.99,67018,69582,3066,1628,4360,14247,22189,27158,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1984,58922,58922,2039654,56,60775823,9780060775830.0,"Margaret Wise Brown, Clement Hurd",1942.0,The Runaway Bunny,The Runaway Bunny,en-US,4.14,52974,54257,756,1207,2654,9854,14278,26264,https://images.gr-assets.com/books/1468816103m/58922.jpg,https://images.gr-assets.com/books/1468816103s/58922.jpg
2007,113304,113304,3313414,92,1903434777,9781903434770.0,Cornelia Funke,2000.0,Herr der Diebe,The Thief Lord,eng,3.95,60780,68465,3391,751,3450,16442,25758,22064,https://images.gr-assets.com/books/1327960342m/113304.jpg,https://images.gr-assets.com/books/1327960342s/113304.jpg
2019,2921082,2921082,2948317,33,545060397,9780545060390.0,Rick Riordan,2008.0,The Maze of Bones ,"The Maze of Bones  (The 39 Clues, #1)",eng,3.83,59536,61950,4229,1998,4684,15438,19737,20093,https://images.gr-assets.com/books/1385117877m/2921082.jpg,https://images.gr-assets.com/books/1385117877s/2921082.jpg
